Timestamp,3/16/2021 14:59:49,3/16/2021 15:02:42,3/16/2021 15:06:58,3/16/2021 15:35:46,3/16/2021 15:38:30,3/16/2021 15:42:00,3/16/2021 15:42:52,3/16/2021 15:46:52,3/16/2021 16:16:35,3/16/2021 16:27:52
"Please evaluate each adjective as masculine, feminine or neither/neutral. [Gloved]",Neither/Neutral,Neither/Neutral,Neither/Neutral,Feminine,Masculine,Neither/Neutral,Feminine,Feminine,Neither/Neutral,Neither/Neutral
"Please evaluate each adjective as masculine, feminine or neither/neutral. [Gruff]",Masculine,Masculine,Masculine,Masculine,Masculine,Neither/Neutral,Feminine,Masculine,Masculine,Masculine
"Please evaluate each adjective as masculine, feminine or neither/neutral. [Vulcan]",Masculine,Neither/Neutral,Masculine,Masculine,Masculine,Neither/Neutral,Feminine,Masculine,Neither/Neutral,Neither/Neutral
"Please evaluate each adjective as masculine, feminine or neither/neutral. [Charming]",Masculine,Neither/Neutral,Masculine,Masculine,Feminine,Neither/Neutral,Feminine,Masculine,Masculine,Feminine
"Please evaluate each adjective as masculine, feminine or neither/neutral. [Open]",Neither/Neutral,Neither/Neutral,Neither/Neutral,Masculine,Masculine,Neither/Neutral,Masculine,Feminine,Neither/Neutral,Neither/Neutral
"Please evaluate each adjective as masculine, feminine or neither/neutral. [Crooked]",Masculine,Neither/Neutral,Masculine,Feminine,Masculine,Neither/Neutral,Feminine,Neither/Neutral,Neither/Neutral,Feminine
"Please evaluate each adjective as masculine, feminine or neither/neutral. [Satisfied]",Masculine,Neither/Neutral,Neither/Neutral,Feminine,Masculine,Neither/Neutral,Masculine,Masculine,Neither/Neutral,Neither/Neutral
"Please evaluate each adjective as masculine, feminine or neither/neutral. [Delicate]",Feminine,Feminine,Feminine,Feminine,Masculine,Neither/Neutral,Masculine,Feminine,Feminine,Feminine
"Please evaluate each adjective as masculine, feminine or neither/neutral. [Easy]",Neither/Neutral,Neither/Neutral,Neither/Neutral,Feminine,Feminine,Neither/Neutral,Feminine,Masculine,Feminine,Masculine
"Please evaluate each adjective as masculine, feminine or neither/neutral. [Broad]",Neither/Neutral,Masculine,Masculine,Masculine,Masculine,Neither/Neutral,Masculine,Masculine,Masculine,Masculine
"Please evaluate each adjective as masculine, feminine or neither/neutral. [Attractive]",Feminine,Feminine,Neither/Neutral,Feminine,Feminine,Neither/Neutral,Feminine,Feminine,Neither/Neutral,Feminine
"Please evaluate each adjective as masculine, feminine or neither/neutral. [Golden]",Masculine,Feminine,Neither/Neutral,Masculine,Feminine,Neither/Neutral,Feminine,Feminine,Neither/Neutral,Feminine
"Please evaluate each adjective as masculine, feminine or neither/neutral. [Polite]",Feminine,Feminine,Feminine,Feminine,Masculine,Neither/Neutral,Masculine,Feminine,Neither/Neutral,Feminine
"Please evaluate each adjective as masculine, feminine or neither/neutral. [Next]",Neither/Neutral,Neither/Neutral,Neither/Neutral,Feminine,Feminine,Neither/Neutral,Neither/Neutral,Neither/Neutral,Neither/Neutral,Neither/Neutral
"Please evaluate each adjective as masculine, feminine or neither/neutral. [Dark]",Masculine,Neither/Neutral,Neither/Neutral,Masculine,Masculine,Neither/Neutral,Feminine,Masculine,Neither/Neutral,Masculine
"Please evaluate each adjective as masculine, feminine or neither/neutral. [Brave]",Masculine,Masculine,Masculine,Masculine,Feminine,Neither/Neutral,Masculine,Masculine,Masculine,Masculine
"Please evaluate each adjective as masculine, feminine or neither/neutral. [Cool]",Masculine,Neither/Neutral,Masculine,Feminine,Masculine,Neither/Neutral,Masculine,Masculine,Masculine,Neither/Neutral
"Please evaluate each adjective as masculine, feminine or neither/neutral. [Wrong]",Neither/Neutral,Neither/Neutral,Neither/Neutral,Masculine,Masculine,Neither/Neutral,Feminine,Neither/Neutral,Neither/Neutral,Neither/Neutral
"Please evaluate each adjective as masculine, feminine or neither/neutral. [Innocent]",Feminine,Feminine,Feminine,Feminine,Feminine,Neither/Neutral,Feminine,Feminine,Feminine,Feminine
"Please evaluate each adjective as masculine, feminine or neither/neutral. [Husky]",Masculine,Masculine,Masculine,Masculine,Masculine,Masculine,Feminine,Neither/Neutral,Masculine,Masculine
"Please evaluate each adjective as masculine, feminine or neither/neutral. [Elderly]",Neither/Neutral,Neither/Neutral,Neither/Neutral,Feminine,Masculine,Neither/Neutral,Masculine,Neither/Neutral,Neither/Neutral,Neither/Neutral
"Please evaluate each adjective as masculine, feminine or neither/neutral. [Amazing]",Neither/Neutral,Neither/Neutral,Neither/Neutral,Feminine,Feminine,Neither/Neutral,Feminine,Neither/Neutral,Neither/Neutral,Neither/Neutral
"Please evaluate each adjective as masculine, feminine or neither/neutral. [Nervous]",Masculine,Neither/Neutral,Neither/Neutral,Feminine,Masculine,Neither/Neutral,Masculine,Feminine,Neither/Neutral,Neither/Neutral
"Please evaluate each adjective as masculine, feminine or neither/neutral. [Wicked]",Feminine,Neither/Neutral,Feminine,Feminine,Masculine,Neither/Neutral,Feminine,Neither/Neutral,Neither/Neutral,Neither/Neutral
"Please evaluate each adjective as masculine, feminine or neither/neutral. [Dear]",Feminine,Feminine,Feminine,Feminine,Masculine,Neither/Neutral,Masculine,Feminine,Feminine,Feminine
"Please evaluate each adjective as masculine, feminine or neither/neutral. [Limp]",Neither/Neutral,Neither/Neutral,Neither/Neutral,Feminine,Masculine,Neither/Neutral,Masculine,Masculine,Neither/Neutral,Neither/Neutral
"Please evaluate each adjective as masculine, feminine or neither/neutral. [Flushed]",Feminine,Neither/Neutral,Feminine,Feminine,Masculine,Neither/Neutral,Feminine,Feminine,Neither/Neutral,Feminine
"Please evaluate each adjective as masculine, feminine or neither/neutral. [Quick]",Masculine,Neither/Neutral,Neither/Neutral,Masculine,Masculine,Neither/Neutral,Feminine,Masculine,Neither/Neutral,Feminine
"Please evaluate each adjective as masculine, feminine or neither/neutral. [Random]",Neither/Neutral,Neither/Neutral,Feminine,Masculine,Masculine,Neither/Neutral,Feminine,Neither/Neutral,Neither/Neutral,Neither/Neutral
"Please evaluate each adjective as masculine, feminine or neither/neutral. [Fucking]",Neither/Neutral,Neither/Neutral,Neither/Neutral,Masculine,Feminine,Neither/Neutral,Feminine,Masculine,Neither/Neutral,Neither/Neutral
"Please evaluate each adjective as masculine, feminine or neither/neutral. [Third]",Neither/Neutral,Neither/Neutral,Neither/Neutral,Feminine,Masculine,Neither/Neutral,Masculine,Neither/Neutral,Neither/Neutral,Neither/Neutral
"Please evaluate each adjective as masculine, feminine or neither/neutral. [Confused]",Neither/Neutral,Neither/Neutral,Neither/Neutral,Feminine,Masculine,Neither/Neutral,Feminine,Feminine,Neither/Neutral,Masculine
"Please evaluate each adjective as masculine, feminine or neither/neutral. [Lifeless]",Neither/Neutral,Neither/Neutral,Neither/Neutral,Feminine,Feminine,Neither/Neutral,Feminine,Neither/Neutral,Neither/Neutral,Feminine
"Please evaluate each adjective as masculine, feminine or neither/neutral. [Tentative]",Masculine,Feminine,Neither/Neutral,Feminine,Masculine,Neither/Neutral,Feminine,Neither/Neutral,Feminine,Feminine
"Please evaluate each adjective as masculine, feminine or neither/neutral. [Sleepy]",Masculine,Neither/Neutral,Neither/Neutral,Feminine,Masculine,Neither/Neutral,Masculine,Neither/Neutral,Neither/Neutral,Masculine
"Please evaluate each adjective as masculine, feminine or neither/neutral. [Petite]",Feminine,Feminine,Feminine,Feminine,Feminine,Feminine,Feminine,Feminine,Feminine,Feminine
"Please evaluate each adjective as masculine, feminine or neither/neutral. [Mischievous]",Masculine,Feminine,Masculine,Masculine,Masculine,Neither/Neutral,Feminine,Neither/Neutral,Masculine,Feminine
"Please evaluate each adjective as masculine, feminine or neither/neutral. [Wonderful]",Feminine,Neither/Neutral,Neither/Neutral,Feminine,Feminine,Neither/Neutral,Feminine,Feminine,Neither/Neutral,Feminine
"Please evaluate each adjective as masculine, feminine or neither/neutral. [Grateful]",Masculine,Neither/Neutral,Neither/Neutral,Feminine,Feminine,Neither/Neutral,Feminine,Neither/Neutral,Feminine,Masculine
"Please evaluate each adjective as masculine, feminine or neither/neutral. [Soothing]",Feminine,Neither/Neutral,Feminine,Feminine,Feminine,Neither/Neutral,Masculine,Neither/Neutral,Feminine,Feminine
"Please evaluate each adjective as masculine, feminine or neither/neutral. [Sheepish]",Masculine,Neither/Neutral,Masculine,Feminine,Masculine,Neither/Neutral,Masculine,Neither/Neutral,Feminine,Neither/Neutral
"Please evaluate each adjective as masculine, feminine or neither/neutral. [Calm]",Masculine,Neither/Neutral,Masculine,Feminine,Feminine,Neither/Neutral,Masculine,Feminine,Neither/Neutral,Feminine
"Please evaluate each adjective as masculine, feminine or neither/neutral. [Mysterious]",Masculine,Feminine,Neither/Neutral,Masculine,Feminine,Neither/Neutral,Feminine,Masculine,Neither/Neutral,Neither/Neutral
"Please evaluate each adjective as masculine, feminine or neither/neutral. [Important]",Masculine,Neither/Neutral,Neither/Neutral,Masculine,Masculine,Neither/Neutral,Feminine,Masculine,Neither/Neutral,Neither/Neutral
"Please evaluate each adjective as masculine, feminine or neither/neutral. [Male]",Masculine,Masculine,Masculine,Masculine,Masculine,Masculine,Feminine,Masculine,Masculine,Masculine
"Please evaluate each adjective as masculine, feminine or neither/neutral. [Proud]",Masculine,Neither/Neutral,Neither/Neutral,Masculine,Masculine,Neither/Neutral,Masculine,Neither/Neutral,Neither/Neutral,Neither/Neutral
"Please evaluate each adjective as masculine, feminine or neither/neutral. [Lopsided]",Masculine,Neither/Neutral,Neither/Neutral,Feminine,Masculine,Neither/Neutral,Feminine,Neither/Neutral,Neither/Neutral,Neither/Neutral
"Please evaluate each adjective as masculine, feminine or neither/neutral. [Cardassian]",Neither/Neutral,Neither/Neutral,Neither/Neutral,Feminine,Masculine,Neither/Neutral,Feminine,Neither/Neutral,Neither/Neutral,Neither/Neutral
"Please evaluate each adjective as masculine, feminine or neither/neutral. [Light]",Feminine,Feminine,Feminine,Feminine,Feminine,Neither/Neutral,Feminine,Neither/Neutral,Feminine,Neither/Neutral
"Please evaluate each adjective as masculine, feminine or neither/neutral. [Smart]",Masculine,Masculine,Neither/Neutral,Feminine,Feminine,Neither/Neutral,Feminine,Neither/Neutral,Masculine,Feminine
"Please evaluate each adjective as masculine, feminine or neither/neutral. [Teasing]",Feminine,Feminine,Masculine,Feminine,Masculine,Neither/Neutral,Feminine,Masculine,Neither/Neutral,Neither/Neutral
"Please evaluate each adjective as masculine, feminine or neither/neutral. [Sympathetic]",Feminine,Feminine,Feminine,Feminine,Masculine,Neither/Neutral,Neither/Neutral,Feminine,Feminine,Feminine
"Please evaluate each adjective as masculine, feminine or neither/neutral. [Mad]",Neither/Neutral,Masculine,Feminine,Masculine,Masculine,Neither/Neutral,Feminine,Feminine,Masculine,Neither/Neutral
"Please evaluate each adjective as masculine, feminine or neither/neutral. [Clever]",Masculine,Neither/Neutral,Neither/Neutral,Masculine,Feminine,Neither/Neutral,Masculine,Masculine,Masculine,Neither/Neutral
"Please evaluate each adjective as masculine, feminine or neither/neutral. [Steady]",Neither/Neutral,Neither/Neutral,Masculine,Masculine,Masculine,Neither/Neutral,Feminine,Masculine,Neither/Neutral,Neither/Neutral
"Please evaluate each adjective as masculine, feminine or neither/neutral. [Gravelly]",Masculine,Masculine,Masculine,Masculine,Feminine,Masculine,Feminine,Neither/Neutral,Neither/Neutral,Masculine
"Please evaluate each adjective as masculine, feminine or neither/neutral. [Black]",Masculine,Neither/Neutral,Neither/Neutral,Masculine,Masculine,Neither/Neutral,Feminine,Neither/Neutral,Neither/Neutral,Neither/Neutral
"Please evaluate each adjective as masculine, feminine or neither/neutral. [Righteous]",Masculine,Masculine,Masculine,Feminine,Masculine,Neither/Neutral,Neither/Neutral,Feminine,Neither/Neutral,Masculine
"Please evaluate each adjective as masculine, feminine or neither/neutral. [Short]",Feminine,Feminine,Feminine,Feminine,Masculine,Neither/Neutral,Feminine,Feminine,Feminine,Feminine
"Please evaluate each adjective as masculine, feminine or neither/neutral. [Strained]",Masculine,Masculine,Neither/Neutral,Masculine,Masculine,Neither/Neutral,Feminine,Masculine,Neither/Neutral,Masculine
"Please evaluate each adjective as masculine, feminine or neither/neutral. [Lucky]",Masculine,Neither/Neutral,Neither/Neutral,Masculine,Masculine,Neither/Neutral,Feminine,Neither/Neutral,Neither/Neutral,Feminine
"Please evaluate each adjective as masculine, feminine or neither/neutral. [Concerned]",Feminine,Feminine,Feminine,Feminine,Masculine,Neither/Neutral,Masculine,Feminine,Neither/Neutral,Masculine
"Please evaluate each adjective as masculine, feminine or neither/neutral. [Red]",Masculine,Neither/Neutral,Neither/Neutral,Masculine,Masculine,Neither/Neutral,Feminine,Feminine,Neither/Neutral,Neither/Neutral
"Please evaluate each adjective as masculine, feminine or neither/neutral. [Pleased]",Masculine,Neither/Neutral,Neither/Neutral,Feminine,Masculine,Neither/Neutral,Neither/Neutral,Neither/Neutral,Neither/Neutral,Feminine
"Please evaluate each adjective as masculine, feminine or neither/neutral. [Cheeky]",Feminine,Neither/Neutral,Masculine,Masculine,Masculine,Neither/Neutral,Feminine,Masculine,Masculine,Neither/Neutral
"Please evaluate each adjective as masculine, feminine or neither/neutral. [Wet]",Neither/Neutral,Neither/Neutral,Feminine,Feminine,Masculine,Neither/Neutral,Feminine,Feminine,Neither/Neutral,Feminine
"Please evaluate each adjective as masculine, feminine or neither/neutral. [Unknown]",Feminine,Neither/Neutral,Neither/Neutral,Feminine,Masculine,Neither/Neutral,Feminine,Neither/Neutral,Neither/Neutral,Neither/Neutral
"Please evaluate each adjective as masculine, feminine or neither/neutral. [Serious]",Masculine,Neither/Neutral,Masculine,Masculine,Masculine,Neither/Neutral,Feminine,Feminine,Masculine,Neither/Neutral
"Please evaluate each adjective as masculine, feminine or neither/neutral. [Dangerous]",Masculine,Masculine,Masculine,Masculine,Masculine,Neither/Neutral,Feminine,Masculine,Masculine,Neither/Neutral
"Please evaluate each adjective as masculine, feminine or neither/neutral. [Sharp]",Masculine,Neither/Neutral,Neither/Neutral,Masculine,Masculine,Neither/Neutral,Masculine,Neither/Neutral,Masculine,Feminine
"Please evaluate each adjective as masculine, feminine or neither/neutral. [Stern]",Masculine,Masculine,Masculine,Masculine,Masculine,Neither/Neutral,Feminine,Masculine,Masculine,Masculine
"Please evaluate each adjective as masculine, feminine or neither/neutral. [Unfamiliar]",Neither/Neutral,Neither/Neutral,Neither/Neutral,Feminine,Masculine,Neither/Neutral,Masculine,Neither/Neutral,Neither/Neutral,Neither/Neutral
"Please evaluate each adjective as masculine, feminine or neither/neutral. [Pleasant]",Feminine,Feminine,Feminine,Feminine,Masculine,Neither/Neutral,Neither/Neutral,Feminine,Feminine,Feminine
"Please evaluate each adjective as masculine, feminine or neither/neutral. [Brown]",Neither/Neutral,Neither/Neutral,Neither/Neutral,Feminine,Masculine,Neither/Neutral,Masculine,Masculine,Neither/Neutral,Neither/Neutral
"Please evaluate each adjective as masculine, feminine or neither/neutral. [Playful]",Feminine,Neither/Neutral,Neither/Neutral,Masculine,Masculine,Neither/Neutral,Feminine,Masculine,Feminine,Feminine
"Please evaluate each adjective as masculine, feminine or neither/neutral. [Injured]",Feminine,Neither/Neutral,Neither/Neutral,Feminine,Masculine,Neither/Neutral,Masculine,Masculine,Neither/Neutral,Masculine
"Please evaluate each adjective as masculine, feminine or neither/neutral. [Worried]",Feminine,Feminine,Neither/Neutral,Feminine,Masculine,Neither/Neutral,Feminine,Feminine,Feminine,Masculine
"Please evaluate each adjective as masculine, feminine or neither/neutral. [Much]",Neither/Neutral,Neither/Neutral,Neither/Neutral,Masculine,Masculine,Neither/Neutral,Feminine,Masculine,Neither/Neutral,Neither/Neutral
"Please evaluate each adjective as masculine, feminine or neither/neutral. [Slow]",Masculine,Neither/Neutral,Neither/Neutral,Feminine,Masculine,Neither/Neutral,Feminine,Neither/Neutral,Neither/Neutral,Masculine
"Please evaluate each adjective as masculine, feminine or neither/neutral. [Angry]",Masculine,Masculine,Masculine,Masculine,Masculine,Neither/Neutral,Feminine,Masculine,Masculine,Masculine
"Please evaluate each adjective as masculine, feminine or neither/neutral. [Lazy]",Masculine,Feminine,Masculine,Feminine,Masculine,Neither/Neutral,Feminine,Neither/Neutral,Neither/Neutral,Neither/Neutral
"Please evaluate each adjective as masculine, feminine or neither/neutral. [Crazy]",Feminine,Neither/Neutral,Feminine,Feminine,Masculine,Neither/Neutral,Feminine,Feminine,Neither/Neutral,Feminine
"Please evaluate each adjective as masculine, feminine or neither/neutral. [Round]",Feminine,Neither/Neutral,Feminine,Feminine,Masculine,Neither/Neutral,Feminine,Neither/Neutral,Masculine,Feminine
"Please evaluate each adjective as masculine, feminine or neither/neutral. [Dismissive]",Feminine,Masculine,Masculine,Masculine,Masculine,Neither/Neutral,Feminine,Feminine,Neither/Neutral,Neither/Neutral
"Please evaluate each adjective as masculine, feminine or neither/neutral. [Honest]",Masculine,Neither/Neutral,Neither/Neutral,Feminine,Masculine,Neither/Neutral,Masculine,Neither/Neutral,Neither/Neutral,Masculine
"Please evaluate each adjective as masculine, feminine or neither/neutral. [Average]",Masculine,Neither/Neutral,Neither/Neutral,Feminine,Feminine,Neither/Neutral,Feminine,Masculine,Neither/Neutral,Masculine
"Please evaluate each adjective as masculine, feminine or neither/neutral. [Favorite]",Neither/Neutral,Neither/Neutral,Neither/Neutral,Feminine,Masculine,Neither/Neutral,Masculine,Neither/Neutral,Neither/Neutral,Neither/Neutral
"Please evaluate each adjective as masculine, feminine or neither/neutral. [Bloody]",Masculine,Neither/Neutral,Neither/Neutral,Masculine,Masculine,Neither/Neutral,Feminine,Masculine,Neither/Neutral,Neither/Neutral
"Please evaluate each adjective as masculine, feminine or neither/neutral. [Awkward]",Masculine,Neither/Neutral,Masculine,Masculine,Masculine,Neither/Neutral,Feminine,Neither/Neutral,Neither/Neutral,Neither/Neutral
"Please evaluate each adjective as masculine, feminine or neither/neutral. [Pained]",Masculine,Neither/Neutral,Neither/Neutral,Feminine,Masculine,Neither/Neutral,Feminine,Feminine,Neither/Neutral,Masculine
"Please evaluate each adjective as masculine, feminine or neither/neutral. [Heavy]",Masculine,Neither/Neutral,Masculine,Masculine,Masculine,Neither/Neutral,Masculine,Neither/Neutral,Masculine,Masculine
"Please evaluate each adjective as masculine, feminine or neither/neutral. [Hopeful]",Feminine,Neither/Neutral,Feminine,Feminine,Masculine,Neither/Neutral,Feminine,Feminine,Neither/Neutral,Neither/Neutral
"Please evaluate each adjective as masculine, feminine or neither/neutral. [Hushed]",Masculine,Neither/Neutral,Neither/Neutral,Feminine,Masculine,Neither/Neutral,Masculine,Neither/Neutral,Neither/Neutral,Neither/Neutral
"Please evaluate each adjective as masculine, feminine or neither/neutral. [Busy]",Masculine,Neither/Neutral,Neither/Neutral,Masculine,Masculine,Neither/Neutral,Feminine,Neither/Neutral,Masculine,Masculine
"Please evaluate each adjective as masculine, feminine or neither/neutral. [Muscular]",Masculine,Masculine,Masculine,Masculine,Masculine,Neither/Neutral,Feminine,Masculine,Masculine,Masculine
"Please evaluate each adjective as masculine, feminine or neither/neutral. [Damn]",Neither/Neutral,Neither/Neutral,Neither/Neutral,Masculine,Feminine,Neither/Neutral,Masculine,Masculine,Neither/Neutral,Masculine
"Please evaluate each adjective as masculine, feminine or neither/neutral. [Stubborn]",Masculine,Neither/Neutral,Masculine,Masculine,Masculine,Neither/Neutral,Feminine,Feminine,Masculine,Masculine
"Please evaluate each adjective as masculine, feminine or neither/neutral. [Silly]",Feminine,Neither/Neutral,Neither/Neutral,Feminine,Feminine,Neither/Neutral,Feminine,Feminine,Neither/Neutral,Neither/Neutral
"Please evaluate each adjective as masculine, feminine or neither/neutral. [Loud]",Feminine,Masculine,Masculine,Masculine,Masculine,Neither/Neutral,Feminine,Feminine,Masculine,Feminine
"Please evaluate each adjective as masculine, feminine or neither/neutral. [Weary]",Feminine,Neither/Neutral,Neither/Neutral,Feminine,Masculine,Neither/Neutral,Feminine,Feminine,Neither/Neutral,Masculine
"Please evaluate each adjective as masculine, feminine or neither/neutral. [Powerful]",Masculine,Masculine,Masculine,Masculine,Masculine,Neither/Neutral,Masculine,Masculine,Masculine,Feminine